date,title,summary,url,outline,questions
2025-01-06,1、爱奇艺起诉MiniMax:AI模型涉嫌侵犯版权，要求赔偿10万元,爱奇艺起诉AI初创企业MiniMax，指控其AI模型侵犯版权，索赔10万元。此案对AI行业影响重大，未来AI模型版权保护将更加严格，促使企业加强版权意识。,https://www.aibase.com/zh/news/14494,"一、AI行业法律与版权
   1. 爱奇艺起诉MiniMax
      a. AI模型涉嫌侵犯版权
      b. 索赔10万元
      c. 对AI行业版权保护的影响
   2. 未来趋势
      a. 版权保护将更加严格
      b. 企业加强版权意识

二、人机交互与情感交流
   1. Yukai推出“Mirumi”机器人
      a. 毛茸茸外观与婴儿情感表达
      b. 提供愉悦互动体验
      c. 影响行业对互动机器人的看法
   2. 未来趋势
      a. 人机情感交流发展趋势
      b. 互动机器人应用前景

三、显卡技术发展
   1. Nvidia RTX 5080显卡泄露
      a. 预计2025年CES揭晓
      b. 性能预计比RTX4090快10%
      c. 支持16GB GDDR7显存，PCIe5.0接口
   2. 行业影响
      a. 推动高端显卡市场发展
      b. 引领显卡性能和功耗新趋势

四、AI技术突破与应用
   1. Meta新型记忆层技术
      a. 突破参数限制
      b. 提升AI事实准确性
      c. 为AI模型扩展提供新思路
   2. 应用前景
      a. 在多个AI应用中广泛应用
      b. 实现持续学习

五、AI人才与行业动态
   1. OpenAI转向“超级智能”
      a. 掌握构建AGI核心技术
      b. 提升科学发现和创新速度
      c. 促进社会繁荣
   2. 行业动态
      a. AI平民化趋势
      b. AI在法律领域的应用潜力
      c. AI基础设施创新

六、AI产品与服务
   1. NVIDIA“FlashInfer”内核库
      a. 提升大语言模型推理效率
      b. 支持多种注意力机制
      c. 优化GPU资源利用
   2. 昆仑万维天工大模型
      a. 4.0 o1版和4o版上线
      b. 具备中文逻辑推理和多模态模型
      c. 推动技术进步和应用拓展",
2025-01-06,2、Yukai推出陪伴型机器人“Mirumi”:毛茸茸的带给你婴儿般的情感体验,Yukai Engineering推出新陪伴型机器人Mirumi，其毛茸茸外观和婴儿般情感表达旨在提供愉悦互动体验。Mirumi通过感应和移动头部模拟好奇心、害羞等婴儿行为，影响行业对互动机器人的看法，预示未来人机情感交流发展趋势。,https://www.aibase.com/zh/news/14492,"一、AI行业法律与版权
   1. 爱奇艺起诉MiniMax
      a. AI模型涉嫌侵犯版权
      b. 索赔10万元
      c. 对AI行业版权保护的影响
   2. 未来趋势
      a. 版权保护将更加严格
      b. 企业加强版权意识

二、人机交互与情感交流
   1. Yukai推出“Mirumi”机器人
      a. 毛茸茸外观与婴儿情感表达
      b. 提供愉悦互动体验
      c. 影响行业对互动机器人的看法
   2. 未来趋势
      a. 人机情感交流发展趋势
      b. 互动机器人应用前景

三、显卡技术发展
   1. Nvidia RTX 5080显卡泄露
      a. 预计2025年CES揭晓
      b. 性能预计比RTX4090快10%
      c. 支持16GB GDDR7显存，PCIe5.0接口
   2. 行业影响
      a. 推动高端显卡市场发展
      b. 引领显卡性能和功耗新趋势

四、AI技术突破与应用
   1. Meta新型记忆层技术
      a. 突破参数限制
      b. 提升AI事实准确性
      c. 为AI模型扩展提供新思路
   2. 应用前景
      a. 在多个AI应用中广泛应用
      b. 实现持续学习

五、AI人才与行业动态
   1. OpenAI转向“超级智能”
      a. 掌握构建AGI核心技术
      b. 提升科学发现和创新速度
      c. 促进社会繁荣
   2. 行业动态
      a. AI平民化趋势
      b. AI在法律领域的应用潜力
      c. AI基础设施创新

六、AI产品与服务
   1. NVIDIA“FlashInfer”内核库
      a. 提升大语言模型推理效率
      b. 支持多种注意力机制
      c. 优化GPU资源利用
   2. 昆仑万维天工大模型
      a. 4.0 o1版和4o版上线
      b. 具备中文逻辑推理和多模态模型
      c. 推动技术进步和应用拓展",
2025-01-06,3、Nvidia RTX 5080 显卡泄露，或将在 2025 年 CES 上揭晓,Nvidia RTX 5080显卡即将在2025年CES上揭晓，泄露的图片显示其搭载16GB GDDR7显存，支持PCIe5.0接口，性能预计比RTX4090快10%。这将对显卡行业带来重大影响，推动高端显卡市场发展。未来，RTX 5080可能引领显卡性能和功耗的新趋势。,https://www.aibase.com/zh/news/14491,"一、AI行业法律与版权
   1. 爱奇艺起诉MiniMax
      a. AI模型涉嫌侵犯版权
      b. 索赔10万元
      c. 对AI行业版权保护的影响
   2. 未来趋势
      a. 版权保护将更加严格
      b. 企业加强版权意识

二、人机交互与情感交流
   1. Yukai推出“Mirumi”机器人
      a. 毛茸茸外观与婴儿情感表达
      b. 提供愉悦互动体验
      c. 影响行业对互动机器人的看法
   2. 未来趋势
      a. 人机情感交流发展趋势
      b. 互动机器人应用前景

三、显卡技术发展
   1. Nvidia RTX 5080显卡泄露
      a. 预计2025年CES揭晓
      b. 性能预计比RTX4090快10%
      c. 支持16GB GDDR7显存，PCIe5.0接口
   2. 行业影响
      a. 推动高端显卡市场发展
      b. 引领显卡性能和功耗新趋势

四、AI技术突破与应用
   1. Meta新型记忆层技术
      a. 突破参数限制
      b. 提升AI事实准确性
      c. 为AI模型扩展提供新思路
   2. 应用前景
      a. 在多个AI应用中广泛应用
      b. 实现持续学习

五、AI人才与行业动态
   1. OpenAI转向“超级智能”
      a. 掌握构建AGI核心技术
      b. 提升科学发现和创新速度
      c. 促进社会繁荣
   2. 行业动态
      a. AI平民化趋势
      b. AI在法律领域的应用潜力
      c. AI基础设施创新

六、AI产品与服务
   1. NVIDIA“FlashInfer”内核库
      a. 提升大语言模型推理效率
      b. 支持多种注意力机制
      c. 优化GPU资源利用
   2. 昆仑万维天工大模型
      a. 4.0 o1版和4o版上线
      b. 具备中文逻辑推理和多模态模型
      c. 推动技术进步和应用拓展",
2025-01-06,4、Meta 发布新型记忆层技术：突破参数限制，大幅提升 AI 事实准确性,Meta公司发布新型记忆层技术，突破参数限制，大幅提升AI事实准确性。该技术为AI模型扩展提供新思路，有望在多个AI应用中广泛应用。未来，记忆层技术或与传统前馈网络相媲美，并实现持续学习。,https://www.aibase.com/zh/news/14489,"一、AI行业法律与版权
   1. 爱奇艺起诉MiniMax
      a. AI模型涉嫌侵犯版权
      b. 索赔10万元
      c. 对AI行业版权保护的影响
   2. 未来趋势
      a. 版权保护将更加严格
      b. 企业加强版权意识

二、人机交互与情感交流
   1. Yukai推出“Mirumi”机器人
      a. 毛茸茸外观与婴儿情感表达
      b. 提供愉悦互动体验
      c. 影响行业对互动机器人的看法
   2. 未来趋势
      a. 人机情感交流发展趋势
      b. 互动机器人应用前景

三、显卡技术发展
   1. Nvidia RTX 5080显卡泄露
      a. 预计2025年CES揭晓
      b. 性能预计比RTX4090快10%
      c. 支持16GB GDDR7显存，PCIe5.0接口
   2. 行业影响
      a. 推动高端显卡市场发展
      b. 引领显卡性能和功耗新趋势

四、AI技术突破与应用
   1. Meta新型记忆层技术
      a. 突破参数限制
      b. 提升AI事实准确性
      c. 为AI模型扩展提供新思路
   2. 应用前景
      a. 在多个AI应用中广泛应用
      b. 实现持续学习

五、AI人才与行业动态
   1. OpenAI转向“超级智能”
      a. 掌握构建AGI核心技术
      b. 提升科学发现和创新速度
      c. 促进社会繁荣
   2. 行业动态
      a. AI平民化趋势
      b. AI在法律领域的应用潜力
      c. AI基础设施创新

六、AI产品与服务
   1. NVIDIA“FlashInfer”内核库
      a. 提升大语言模型推理效率
      b. 支持多种注意力机制
      c. 优化GPU资源利用
   2. 昆仑万维天工大模型
      a. 4.0 o1版和4o版上线
      b. 具备中文逻辑推理和多模态模型
      c. 推动技术进步和应用拓展",
2025-01-06,5、OpenAI 开始将目标转向“超级智能”,OpenAI 将目标转向“超级智能”，CEO 奥特曼表示已掌握构建 AGI 的核心技术。这将大幅提升科学发现和创新速度，促进社会繁荣。尽管当前技术存在限制，但奥特曼对未来发展充满信心。,https://www.aibase.com/zh/news/14488,"一、AI行业法律与版权
   1. 爱奇艺起诉MiniMax
      a. AI模型涉嫌侵犯版权
      b. 索赔10万元
      c. 对AI行业版权保护的影响
   2. 未来趋势
      a. 版权保护将更加严格
      b. 企业加强版权意识

二、人机交互与情感交流
   1. Yukai推出“Mirumi”机器人
      a. 毛茸茸外观与婴儿情感表达
      b. 提供愉悦互动体验
      c. 影响行业对互动机器人的看法
   2. 未来趋势
      a. 人机情感交流发展趋势
      b. 互动机器人应用前景

三、显卡技术发展
   1. Nvidia RTX 5080显卡泄露
      a. 预计2025年CES揭晓
      b. 性能预计比RTX4090快10%
      c. 支持16GB GDDR7显存，PCIe5.0接口
   2. 行业影响
      a. 推动高端显卡市场发展
      b. 引领显卡性能和功耗新趋势

四、AI技术突破与应用
   1. Meta新型记忆层技术
      a. 突破参数限制
      b. 提升AI事实准确性
      c. 为AI模型扩展提供新思路
   2. 应用前景
      a. 在多个AI应用中广泛应用
      b. 实现持续学习

五、AI人才与行业动态
   1. OpenAI转向“超级智能”
      a. 掌握构建AGI核心技术
      b. 提升科学发现和创新速度
      c. 促进社会繁荣
   2. 行业动态
      a. AI平民化趋势
      b. AI在法律领域的应用潜力
      c. AI基础设施创新

六、AI产品与服务
   1. NVIDIA“FlashInfer”内核库
      a. 提升大语言模型推理效率
      b. 支持多种注意力机制
      c. 优化GPU资源利用
   2. 昆仑万维天工大模型
      a. 4.0 o1版和4o版上线
      b. 具备中文逻辑推理和多模态模型
      c. 推动技术进步和应用拓展",
2025-01-06,6、首例由o1 pro指导的诉讼案开庭 原告九成资产被骗，利用AI反击,首例由AI系统o1 pro指导的诉讼案开庭，原告利用AI反击诈骗，案件备受关注。此案展示了AI在法律领域的应用潜力，为普通人提供反击不公的新途径，预示着AI平民化趋势。,https://www.aibase.com/zh/news/14487,"一、AI行业法律与版权
   1. 爱奇艺起诉MiniMax
      a. AI模型涉嫌侵犯版权
      b. 索赔10万元
      c. 对AI行业版权保护的影响
   2. 未来趋势
      a. 版权保护将更加严格
      b. 企业加强版权意识

二、人机交互与情感交流
   1. Yukai推出“Mirumi”机器人
      a. 毛茸茸外观与婴儿情感表达
      b. 提供愉悦互动体验
      c. 影响行业对互动机器人的看法
   2. 未来趋势
      a. 人机情感交流发展趋势
      b. 互动机器人应用前景

三、显卡技术发展
   1. Nvidia RTX 5080显卡泄露
      a. 预计2025年CES揭晓
      b. 性能预计比RTX4090快10%
      c. 支持16GB GDDR7显存，PCIe5.0接口
   2. 行业影响
      a. 推动高端显卡市场发展
      b. 引领显卡性能和功耗新趋势

四、AI技术突破与应用
   1. Meta新型记忆层技术
      a. 突破参数限制
      b. 提升AI事实准确性
      c. 为AI模型扩展提供新思路
   2. 应用前景
      a. 在多个AI应用中广泛应用
      b. 实现持续学习

五、AI人才与行业动态
   1. OpenAI转向“超级智能”
      a. 掌握构建AGI核心技术
      b. 提升科学发现和创新速度
      c. 促进社会繁荣
   2. 行业动态
      a. AI平民化趋势
      b. AI在法律领域的应用潜力
      c. AI基础设施创新

六、AI产品与服务
   1. NVIDIA“FlashInfer”内核库
      a. 提升大语言模型推理效率
      b. 支持多种注意力机制
      c. 优化GPU资源利用
   2. 昆仑万维天工大模型
      a. 4.0 o1版和4o版上线
      b. 具备中文逻辑推理和多模态模型
      c. 推动技术进步和应用拓展",
2025-01-06,7、​NVIDIA联合高校发布 “FlashInfer”：提升大语言模型推理效率的全新内核库,NVIDIA与高校合作发布“FlashInfer”，一款专为提升大语言模型推理效率的内核库。该库支持多种注意力机制，优化GPU资源利用，减少推理延迟。开源性质推动AI基础设施创新，助力LLM服务框架发展。,https://www.aibase.com/zh/news/14486,"一、AI行业法律与版权
   1. 爱奇艺起诉MiniMax
      a. AI模型涉嫌侵犯版权
      b. 索赔10万元
      c. 对AI行业版权保护的影响
   2. 未来趋势
      a. 版权保护将更加严格
      b. 企业加强版权意识

二、人机交互与情感交流
   1. Yukai推出“Mirumi”机器人
      a. 毛茸茸外观与婴儿情感表达
      b. 提供愉悦互动体验
      c. 影响行业对互动机器人的看法
   2. 未来趋势
      a. 人机情感交流发展趋势
      b. 互动机器人应用前景

三、显卡技术发展
   1. Nvidia RTX 5080显卡泄露
      a. 预计2025年CES揭晓
      b. 性能预计比RTX4090快10%
      c. 支持16GB GDDR7显存，PCIe5.0接口
   2. 行业影响
      a. 推动高端显卡市场发展
      b. 引领显卡性能和功耗新趋势

四、AI技术突破与应用
   1. Meta新型记忆层技术
      a. 突破参数限制
      b. 提升AI事实准确性
      c. 为AI模型扩展提供新思路
   2. 应用前景
      a. 在多个AI应用中广泛应用
      b. 实现持续学习

五、AI人才与行业动态
   1. OpenAI转向“超级智能”
      a. 掌握构建AGI核心技术
      b. 提升科学发现和创新速度
      c. 促进社会繁荣
   2. 行业动态
      a. AI平民化趋势
      b. AI在法律领域的应用潜力
      c. AI基础设施创新

六、AI产品与服务
   1. NVIDIA“FlashInfer”内核库
      a. 提升大语言模型推理效率
      b. 支持多种注意力机制
      c. 优化GPU资源利用
   2. 昆仑万维天工大模型
      a. 4.0 o1版和4o版上线
      b. 具备中文逻辑推理和多模态模型
      c. 推动技术进步和应用拓展",
2025-01-06,8、哈佛大学华人研究员Jeffrey Wang加盟OpenAI 专注模型预训练和推理工作,哈佛大学华人研究员Jeffrey Wang加入OpenAI，专注模型预训练和推理。此举标志着OpenAI对顶尖人才的吸引力，未来AI领域可能更加注重模型预训练和推理技术。,https://www.aibase.com/zh/news/14484,"一、AI行业法律与版权
   1. 爱奇艺起诉MiniMax
      a. AI模型涉嫌侵犯版权
      b. 索赔10万元
      c. 对AI行业版权保护的影响
   2. 未来趋势
      a. 版权保护将更加严格
      b. 企业加强版权意识

二、人机交互与情感交流
   1. Yukai推出“Mirumi”机器人
      a. 毛茸茸外观与婴儿情感表达
      b. 提供愉悦互动体验
      c. 影响行业对互动机器人的看法
   2. 未来趋势
      a. 人机情感交流发展趋势
      b. 互动机器人应用前景

三、显卡技术发展
   1. Nvidia RTX 5080显卡泄露
      a. 预计2025年CES揭晓
      b. 性能预计比RTX4090快10%
      c. 支持16GB GDDR7显存，PCIe5.0接口
   2. 行业影响
      a. 推动高端显卡市场发展
      b. 引领显卡性能和功耗新趋势

四、AI技术突破与应用
   1. Meta新型记忆层技术
      a. 突破参数限制
      b. 提升AI事实准确性
      c. 为AI模型扩展提供新思路
   2. 应用前景
      a. 在多个AI应用中广泛应用
      b. 实现持续学习

五、AI人才与行业动态
   1. OpenAI转向“超级智能”
      a. 掌握构建AGI核心技术
      b. 提升科学发现和创新速度
      c. 促进社会繁荣
   2. 行业动态
      a. AI平民化趋势
      b. AI在法律领域的应用潜力
      c. AI基础设施创新

六、AI产品与服务
   1. NVIDIA“FlashInfer”内核库
      a. 提升大语言模型推理效率
      b. 支持多种注意力机制
      c. 优化GPU资源利用
   2. 昆仑万维天工大模型
      a. 4.0 o1版和4o版上线
      b. 具备中文逻辑推理和多模态模型
      c. 推动技术进步和应用拓展",
2025-01-06,9、马斯克宣布 Grok 3 即将上线，实力提升十倍！,马斯克宣布Grok 3即将上线，计算能力提升十倍。这将对AI行业带来巨大影响，提升工作效率和创新能力。未来，Grok 3有望在多个领域大显身手，推动AI技术发展。,https://www.aibase.com/zh/news/14481,"一、AI行业法律与版权
   1. 爱奇艺起诉MiniMax
      a. AI模型涉嫌侵犯版权
      b. 索赔10万元
      c. 对AI行业版权保护的影响
   2. 未来趋势
      a. 版权保护将更加严格
      b. 企业加强版权意识

二、人机交互与情感交流
   1. Yukai推出“Mirumi”机器人
      a. 毛茸茸外观与婴儿情感表达
      b. 提供愉悦互动体验
      c. 影响行业对互动机器人的看法
   2. 未来趋势
      a. 人机情感交流发展趋势
      b. 互动机器人应用前景

三、显卡技术发展
   1. Nvidia RTX 5080显卡泄露
      a. 预计2025年CES揭晓
      b. 性能预计比RTX4090快10%
      c. 支持16GB GDDR7显存，PCIe5.0接口
   2. 行业影响
      a. 推动高端显卡市场发展
      b. 引领显卡性能和功耗新趋势

四、AI技术突破与应用
   1. Meta新型记忆层技术
      a. 突破参数限制
      b. 提升AI事实准确性
      c. 为AI模型扩展提供新思路
   2. 应用前景
      a. 在多个AI应用中广泛应用
      b. 实现持续学习

五、AI人才与行业动态
   1. OpenAI转向“超级智能”
      a. 掌握构建AGI核心技术
      b. 提升科学发现和创新速度
      c. 促进社会繁荣
   2. 行业动态
      a. AI平民化趋势
      b. AI在法律领域的应用潜力
      c. AI基础设施创新

六、AI产品与服务
   1. NVIDIA“FlashInfer”内核库
      a. 提升大语言模型推理效率
      b. 支持多种注意力机制
      c. 优化GPU资源利用
   2. 昆仑万维天工大模型
      a. 4.0 o1版和4o版上线
      b. 具备中文逻辑推理和多模态模型
      c. 推动技术进步和应用拓展",
2025-01-06,10、昆仑万维天工大模型4.0 o1版和4o版正式上线 天工APP和网页免费使用,昆仑万维推出天工大模型4.0 o1版和4o版，免费开放给用户。o1版具备中文逻辑推理能力，4o版为多模态模型，赋能的Skyo助手具备情感表达和快速响应能力。此举标志着昆仑万维在AI领域的进展，推动技术进步和应用拓展，为AI大模型、AI搜索等多元业务矩阵发展奠定基础。未来，AI技术将更深入地融入日常生活和工作。,https://www.aibase.com/zh/news/14480,"一、AI行业法律与版权
   1. 爱奇艺起诉MiniMax
      a. AI模型涉嫌侵犯版权
      b. 索赔10万元
      c. 对AI行业版权保护的影响
   2. 未来趋势
      a. 版权保护将更加严格
      b. 企业加强版权意识

二、人机交互与情感交流
   1. Yukai推出“Mirumi”机器人
      a. 毛茸茸外观与婴儿情感表达
      b. 提供愉悦互动体验
      c. 影响行业对互动机器人的看法
   2. 未来趋势
      a. 人机情感交流发展趋势
      b. 互动机器人应用前景

三、显卡技术发展
   1. Nvidia RTX 5080显卡泄露
      a. 预计2025年CES揭晓
      b. 性能预计比RTX4090快10%
      c. 支持16GB GDDR7显存，PCIe5.0接口
   2. 行业影响
      a. 推动高端显卡市场发展
      b. 引领显卡性能和功耗新趋势

四、AI技术突破与应用
   1. Meta新型记忆层技术
      a. 突破参数限制
      b. 提升AI事实准确性
      c. 为AI模型扩展提供新思路
   2. 应用前景
      a. 在多个AI应用中广泛应用
      b. 实现持续学习

五、AI人才与行业动态
   1. OpenAI转向“超级智能”
      a. 掌握构建AGI核心技术
      b. 提升科学发现和创新速度
      c. 促进社会繁荣
   2. 行业动态
      a. AI平民化趋势
      b. AI在法律领域的应用潜力
      c. AI基础设施创新

六、AI产品与服务
   1. NVIDIA“FlashInfer”内核库
      a. 提升大语言模型推理效率
      b. 支持多种注意力机制
      c. 优化GPU资源利用
   2. 昆仑万维天工大模型
      a. 4.0 o1版和4o版上线
      b. 具备中文逻辑推理和多模态模型
      c. 推动技术进步和应用拓展",
